-73.99331,40.75205, 41007:143
-73.94735,40.74121, 46720:214/ 12275:230/ 41552:214/ 7841:230/ 25901:227/ 26272:214/ 24371:178/ 31197:227/ 29148:214/ 11620:214/ 8143:120/ 41020:221/ 22402:178/ 22887:214/ 10705:214/ 2158:93/ 27376:227/ 33089:221/ 22217:214/ 24517:227/ 37550:227/ 15762:214/ 9800:175/ 48202:175/ 26537:214/ 28396:258/ 33112:227/ 27100:123/ 23022:227/ 48201:227/ 46382:227/ 49131:214/ 31699:214/ 41094:214/ 46380:214/ 42299:214/ 15010:123/ 47469:227/ 40552:123/ 27513:214/ 42858:214/ 28207:214/ 20967:214/ 48837:214/ 14728:221/ 5600:120/ 8718:132/ 18527:227/ 41197:221/ 12593:93/ 40541:227/ 9822:123/ 12592:108/ 24214:214/ 26116:214/ 22311:230/ 48708:227/ 23766:214/ 46364:175/ 13049:214/ 16830:214/ 18338:214/ 35639:227/ 22845:123/ 6168:123/ 47565:214/ 25434:214/ 21238:214/ 11438:214/ 34776:214/ 33961:214/ 35986:123/ 27690:123/ 32510:214/ 2996:108/ 23494:214/ 9669:214/ 10980:214/ 32876:123/ 6214:120/ 24159:214/ 30564:214/ 33555:214/ 29202:123/ 9713:214/ 49332:227/ 48484:214/ 28591:221/ 17228:214/ 45761:221/ 45762:221/ 20645:214/ 16547:221/ 47387:221/ 229:236/ 8878:120/ 46051:227
-73.98003,40.69605, 23966:39/ 19469:54/ 18132:50/ 28176:30/ 34623:181/ 1212:133/ 4964:188/ 17299:43/ 25913:181/ 44415:188/ 39063:181/ 30256:170/ 31103:168/ 11519:168/ 30253:188/ 3885:188/ 27094:30/ 33526:181/ 12600:168/ 1242:198/ 20439:168/ 47915:177/ 33512:43/ 29243:168/ 33510:40/ 11725:168/ 2323:158/ 4744:161/ 15098:168/ 21533:168/ 3670:188/ 17274:45/ 1253:194/ 1252:158/ 17270:52/ 38192:90/ 39283:30/ 15091:168/ 4518:188/ 11977:170/ 6938:43/ 31560:168/ 13919:30/ 1243:198/ 5841:188/ 34837:168/ 33988:170/ 43531:170/ 39036:30/ 17240:54/ 17241:40/ 15068:168/ 42441:30/ 43539:30/ 32401:181/ 33733:181/ 1014:138/ 6700:30/ 35917:181/ 15075:168/ 40496:37/ 44850:168/ 4300:188/ 40017:30/ 40258:170/ 29238:168/ 44858:168/ 49062:168/ 32632:168/ 28144:181/ 2356:54/ 31781:168/ 30457:181/ 28140:168/ 10621:168/ 43995:181/ 17466:30/ 17225:50/ 16377:170/ 40249:30/ 43517:181/ 29207:40/ 2129:161/ 3214:125/ 3212:124/ 27260:40/ 18316:54/ 5639:188/ 18323:54/ 15294:170/ 38397:168/ 18560:50/ 40233:170/ 19410:54/ 40473:40/ 29219:181/ 20408:168/ 43502:181/ 37060:30/ 42415:170/ 28362:168/ 863:179/ 5889:124/ 33944:30/ 45358:30/ 6751:40/ 6752:40/ 3240:188/ 33378:181/ 12438:188/ 33379:181/ 3236:188/ 46435:90/ 21156:181/ 21395:168/ 34451:181/ 3495:158/ 26600:30/ 3251:54/ 1073:166/ 7601:124/ 20061:181/ 406:40/ 6516:124/ 11359:188/ 8953:164/ 19047:54/ 24630:168/ 1087:158/ 33590:168/ 37959:168/ 37718:170/ 35777:181/ 35533:40/ 47991:168/ 11562:181/ 6525:164/ 12898:168/ 7616:16/ 33119:181/ 45324:168/ 46655:30/ 43148:170/ 44479:43/ 47503:30/ 21133:25/ 46651:168/ 21132:181/ 8962:43/ 30070:168/ 25971:168/ 24401:181/ 24642:40/ 24645:43/ 44239:177/ 36616:30/ 31164:168/ 13995:168/ 37945:168/ 43135:168/ 8971:164/ 5220:164/ 21585:199/ 6797:124/ 30068:168/ 36606:168/ 29066:170/ 33577:168/ 35993:168/ 436:147/ 29060:181/ 43370:40/ 10696:188/ 43125:168/ 24629:43/ 5235:188/ 18182:50/ 3057:188/ 13738:170/ 7645:30/ 41181:168/ 14821:36/ 40091:30/ 42024:170/ 8992:152/ 43599:181/ 6573:40/ 8990:30/ 6575:16/ 18395:45/ 19483:194/ 11766:154/ 43344:170/ 6341:164/ 43582:168/ 43342:170/ 7676:164/ 39085:181/ 34875:168/ 14803:30/ 34874:168/ 33781:168/ 31364:181/ 29050:168/ 6351:43/ 14331:168/ 7685:40/ 4179:54/ 8775:43/ 42804:177/ 3086:188/ 23040:170/ 27642:181/ 39634:149/ 13004:168/ 36367:170/ 46166:40/ 15664:181/ 39637:168/ 18932:43/ 18933:83/ 39639:40/ 37440:170/ 27656:40/ 4180:124/ 26329:30/ 23292:168/ 26563:168/ 249:52/ 17616:50/ 17617:198/ 47238:147/ 47237:30/ 26777:168/ 28958:170/ 28959:168/ 24590:170/ 36106:170/ 258:194/ 259:47/ 18919:43/ 49411:90/ 7459:16/ 49894:168/ 39856:168/ 14559:154/ 37439:40/ 30800:168/ 48316:168/ 49405:30/ 28723:15/ 26547:181/ 26781:177/ 12386:168/ 12387:168/ 16507:168/ 5063:16/ 7242:30/ 9668:164/ 40825:177/ 40824:177/ 26999:168/ 13208:181/ 23484:168/ 26750:168/ 39832:170/ 38743:168/ 14773:181/ 1936:135/ 28709:30/ 8586:30/ 49868:181/ 8342:124/ 15872:47/ 40813:181/ 23017:170/ 28948:168/ 24349:30/ 7250:16/ 14545:170/ 15873:47/ 44171:30/ 14788:43/ 15878:154/ 14546:168/ 45016:30/ 44166:30/ 9689:124/ 47674:168/ 45014:168/ 31094:181/ 24554:142/ 292:40/ 35212:168/ 15600:154/ 21281:168/ 37634:30/ 36304:30/ 37877:181/ 14515:168/ 12579:170/ 45491:181/ 9697:30/ 7279:43/ 9217:124/ 8368:57/ 11493:160/ 13439:154/ 36535:30/ 40461:168/ 43730:168/ 17440:54/ 9468:43/ 44827:40/ 42649:177/ 28578:30/ 27000:30/ 29664:40/ 29663:177/ 26156:168/ 33937:168/ 33932:170/ 43961:168/ 39220:181/ 14183:168/ 17451:54/ 16364:170/ 1990:57/ 20628:30/ 42633:30/ 43964:168/ 43965:168/ 1986:47/ 29670:181/ 27257:192/ 49026:168/ 18309:30/ 1509:115/ 1508:170/ 31744:181/ 1507:188/ 18546:30/ 47086:87/ 26160:90/ 30415:40/ 40205:168/ 40448:43/ 40206:170/ 1755:188/ 24194:90/ 1510:188/ 14159:168/ 49011:15/ 17666:45/ 1999:45/ 16580:181/ 38113:168/ 38114:168/ 15495:170/ 9491:43/ 15490:30/ 9492:40/ 3947:161/ 30872:168/ 28560:181/ 29413:168/ 29896:181/ 27475:168/ 10805:168/ 30878:43/ 38117:90/ 15499:168/ 18766:57/ 8179:30/ 39431:168/ 42844:168/ 38349:168/ 1538:188/ 15472:154/ 17895:41/ 15470:170/ 15234:177/ 31938:168/ 15473:177/ 26368:30/ 29636:181/ 29634:40/ 7096:70/ 30850:168/ 28301:30/ 28783:168/ 19838:171/ 18503:30/ 17860:243/ 15680:47/ 40882:170/ 49699:43/ 36386:30/ 39895:168/ 49698:168/ 14594:30/ 28517:168/ 2886:138/ 26330:30/ 2641:138/ 39655:30/ 16782:54/ 41722:30/ 41721:30/ 41962:170/ 28766:181/ 26109:170/ 26581:170/ 1324:185/ 18968:54/ 16789:45/ 17638:30/ 16787:45/ 18728:43/ 18967:50/ 18725:57/ 22514:25/ 19346:30/ 9067:43/ 18254:57/ 40187:168/ 43218:30/ 31234:30/ 29387:168/ 34743:30/ 35831:30/ 34742:168/ 2664:54/ 11628:170/ 5932:164/ 40181:30/ 33899:170/ 20588:168/ 19595:181/ 41023:30/ 22521:181/ 22522:25/ 34975:168/ 36914:168/ 34731:168/ 30373:177/ 28061:168/ 3528:54/ 42340:181/ 16299:43/ 1363:115/ 1361:161/ 46705:40/ 46706:43/ 43438:168/ 29121:168/ 31693:30/ 19577:171/ 22747:181/ 19333:54/ 11614:154/ 1127:188/ 1368:138/ 12703:40/ 5968:188/ 20774:181/ 18697:45/ 45833:168/ 44502:40/ 16031:181/ 15184:168/ 14094:168/ 1382:188/ 42328:168/ 2225:25/ 30583:181/ 5973:168/ 3797:124/ 19305:54/ 4647:188/ 33613:200/ 42311:30/ 21874:25/ 42555:168/ 42313:30/ 22726:39/ 3571:124/ 43645:30/ 7929:30/ 32996:40/ 5509:164/ 3328:53/ 1147:161/ 32758:170/ 18434:47/ 41459:181/ 45816:177/ 41458:168/ 41457:188/ 34920:90/ 17349:30/ 32745:170/ 6848:30/ 21611:30/ 40350:90/ 45800:247/ 16024:181/ 41446:168/ 45803:170/ 26063:30/ 10724:39/ 2257:158/ 7705:177/ 18205:54/ 10721:188/ 12792:177/ 35672:30/ 3365:188/ 24775:181/ 18096:54/ 32161:40/ 27804:168/ 22116:168/ 37859:168/ 25860:177/ 6622:124/ 14732:47/ 45230:170/ 38702:181/ 38944:40/ 16912:45/ 38947:181/ 20188:181/ 44132:30/ 5311:188/ 5312:125/ 19194:43/ 3372:158/ 23459:181/ 35426:40/ 35425:181/ 46792:168/ 21270:170/ 10389:188/ 12324:181/ 43280:90/ 46305:168/ 20159:181/ 25847:40/ 4230:188/ 24752:168/ 31058:168/ 530:47/ 531:47/ 31053:168/ 6403:70/ 44361:30/ 12778:154/ 10358:188/ 4000:188/ 8601:124/ 20164:168/ 4002:188/ 21010:30/ 47620:170/ 26946:168/ 48717:168/ 11459:168/ 32378:168/ 31042:30/ 35400:30/ 11451:168/ 10120:43/ 38912:30/ 12544:83/ 24737:170/ 18058:45/ 48945:40/ 21467:170/ 44106:168/ 4494:188/ 4495:188/ 7521:57/ 44583:188/ 20374:170/ 20373:168/ 7765:40/ 26911:30/ 44107:168/ 13605:30/ 12998:30/ 11424:181/ 43487:170/ 21235:170/ 4024:188/ 34770:30/ 23651:40/ 48938:168/ 32353:43/ 34530:43/ 29192:182/ 10341:188/ 10340:170/ 6438:124/ 31029:170/ 32359:170/ 43234:170/ 19368:57/ 22539:168/ 25805:170/ 42384:30/ 21441:168/ 18271:45/ 21208:168/ 21689:168/ 12731:168/ 26903:181/ 45404:168/ 19133:57/ 19134:30/ 19370:50/ 31003:177/ 33665:181/ 14928:30/ 20360:181/ 6457:40/ 10567:181/ 40190:40/ 10091:164/ 39991:40/ 7321:124/ 37572:40/ 10094:23/ 10097:16/ 4299:188/ 11185:181/ 28855:188/ 34065:170/ 41836:168/ 25106:170/ 41835:168/ 4291:188/ 34069:30/ 118:173/ 47134:30/ 49310:168/ 7572:124/ 40971:30/ 46279:181/ 15795:170/ 49788:170/ 48213:170/ 34294:170/ 34292:168/ 23170:43/ 24021:170/ 9748:40/ 49537:168/ 9761:124/ 49536:168/ 44089:40/ 37794:30/ 7589:23/ 36464:181/ 23144:168/ 35133:168/ 34042:188/ 373:43/ 36465:181/ 13103:181/ 49772:168/ 9999:40/ 45175:168/ 15525:83/ 48439:181/ 28608:168/ 7112:164/ 36694:191/ 27756:181/ 28849:177/ 27518:170/ 27999:168/ 32090:181/ 40955:40/ 5172:124/ 35368:168/ 35367:168/ 27992:90/ 27750:168/ 27729:168/ 11384:160/ 24699:181/ 8692:124/ 26879:181/ 35115:40/ 17927:41/ 32087:181/ 25782:168/ 21184:177/ 46240:181/ 17925:30/ 13563:30/ 39957:90/ 13569:72/ 7132:43/ 25556:168/ 25557:40/ 25310:204/ 49740:170/ 21193:117/ 13339:168/ 23108:168/ 48405:170/ 27705:177/ 23107:170/ 11129:198/ 35577:90/ 44040:168/ 37754:170/ 15720:168/ 37755:177/ 26629:43/ 44279:181/ 14881:168/ 24443:43/ 23355:177/ 36894:43/ 10286:188/ 38832:177/ 44032:168/ 1608:63/ 10287:185/ 13553:30/ 12223:168/ 11136:188/ 42520:30/ 39355:188/ 27367:181/ 28453:181/ 27365:39/ 16239:154/ 30309:90/ 18656:54/ 19987:177/ 98:162/ 42510:181/ 16245:30/ 39346:181/ 40337:170/ 36077:188/ 25193:168/ 28224:40/ 27375:168/ 25199:168/ 33805:168/ 17541:54/ 16210:168/ 16694:154/ 40325:168/ 28436:168/ 41659:43/ 42987:181/ 27582:170/ 1875:188/ 4908:125/ 49378:147/ 19723:168/ 3812:188/ 38470:30/ 39322:30/ 22905:90/ 19970:168/ 17551:50/ 27591:30/ 4916:16/ 4917:124/ 26022:43/ 36058:181/ 27112:168/ 49125:168/ 48278:40/ 46097:30/ 18648:54/ 35191:188/ 8299:40/ 48269:30/ 16430:168/ 41877:43/ 29989:43/ 36040:168/ 40789:168/ 28891:30/ 27564:30/ 1892:43/ 49597:30/ 39317:181/ 16676:43/ 15107:170/ 8068:30/ 15351:30/ 40773:40/ 38453:181/ 40772:168/ 17770:30/ 40535:177/ 1671:168/ 27336:177/ 42717:30/ 16448:181/ 48496:188/ 49582:170/ 47159:30/ 38441:168/ 49336:30/ 15562:168/ 17980:54/ 28877:43/ 24034:168/ 30725:43/ 18836:54/ 47153:181/ 3853:170/ 31811:181/ 41842:168/ 36253:181/ 42931:90/ 28409:168/ 24041:30/ 27796:170/ 14247:168/ 49562:168/ 4953:244/ 37107:168/ 46291:30/ 46292:168
-73.983902,40.760025, 4362:47/ 11642:89
-73.92878,40.63528, 6441:157/ 24:157/ 17016:148/ 19693:157/ 47369:157/ 2133:157/ 22089:212/ 43437:148/ 43768:157/ 30195:157/ 19705:178/ 36665:212/ 37952:167/ 31966:21
-73.93588,40.7379, 17663:128/ 20310:181/ 37253:242/ 15762:128/ 5981:217/ 9800:88/ 9822:74/ 12690:128/ 48202:98/ 24159:221/ 12190:45/ 24371:181/ 27100:152/ 24210:191/ 13049:191/ 46364:105/ 48484:170/ 48483:170/ 11620:191/ 48482:170/ 46380:191/ 22845:191/ 19796:128/ 17058:221/ 25739:191/ 38055:161/ 6168:60/ 48755:170/ 40552:170/ 48313:128/ 47565:242/ 29976:128/ 35681:128/ 45928:242/ 44614:128/ 27859:196/ 44418:128/ 22402:181/ 27690:191/ 2656:123/ 2655:104/ 10705:221/ 31122:152/ 21051:205/ 8878:123/ 11018:128
-73.94792,40.74737, 41151:228/ 12275:138/ 23166:87/ 36241:77/ 3087:202/ 36240:77/ 25901:202/ 22876:77/ 34744:202/ 24372:228/ 26794:77/ 37334:184/ 910:124/ 10772:211/ 6109:187/ 10773:154/ 28052:31/ 18019:228/ 5936:108/ 11985:211/ 42597:209/ 41020:228/ 46711:228/ 40058:202/ 24828:202/ 13012:228/ 15551:154/ 49666:228/ 35023:77/ 46719:228/ 27416:133/ 9195:234/ 13813:228/ 12966:228/ 33089:228/ 6359:228/ 6358:228/ 39627:77/ 7343:196/ 42466:202/ 21520:228/ 37550:77/ 7344:138/ 21881:190/ 17263:228/ 49413:211/ 21880:133/ 38520:228/ 27987:77/ 20318:228/ 28396:202/ 256:119/ 28158:77/ 23022:77/ 48563:211/ 13104:228/ 17705:190/ 48682:190/ 46380:138/ 47469:202/ 22506:31/ 38079:202/ 3430:93/ 9890:243/ 28726:228/ 32413:209/ 49521:107/ 9408:228/ 12146:243/ 4999:104/ 8695:84/ 47337:209/ 46:185/ 10290:228/ 7006:101/ 7005:101/ 42569:77/ 39393:228/ 33730:228/ 34389:228/ 33176:209/ 24452:228/ 26872:228/ 712:199/ 14534:209/ 35914:209/ 18338:138/ 39717:93/ 17497:209/ 8463:206/ 49624:209/ 47564:228/ 48532:209/ 44613:228/ 28386:202/ 32510:138/ 27730:228/ 32992:228/ 46111:190/ 9669:228/ 10980:228/ 38615:228/ 18796:228/ 42543:228/ 5880:228/ 5089:228/ 9687:243/ 26612:202/ 26613:202/ 295:242/ 1831:31/ 27389:228/ 31771:202/ 26299:211/ 15964:228/ 45371:133/ 10032:228/ 5879:228/ 28591:228/ 38604:228/ 17107:228/ 36428:228/ 8244:228/ 20885:190/ 24209:228/ 5890:103/ 44953:193/ 39485:77/ 16140:228/ 39124:133/ 13672:243/ 36770:211/ 36771:133/ 24326:209/ 31400:228/ 35325:228/ 29336:228/ 33146:202/ 47661:202/ 80:242/ 13673:209/ 31765:228/ 14645:154/ 11138:211/ 47652:77/ 41552:138/ 4696:196/ 7841:93/ 44828:31/ 40466:243/ 38260:228/ 26272:228/ 31197:228/ 34907:209/ 12430:209/ 48064:133/ 16913:77/ 16119:77/ 48063:133/ 49393:202/ 45347:202/ 22922:228/ 45346:228/ 41663:202/ 22364:228/ 25755:228/ 35424:202/ 2158:242/ 1188:222/ 14984:202/ 14985:202/ 9003:101/ 22217:228/ 24517:228/ 37393:77/ 42989:228/ 18074:228/ 18075:138/ 21924:219/ 24514:77/ 2169:185/ 10915:228/ 4466:228/ 32949:228/ 38801:93/ 49131:228/ 42299:77/ 17797:228/ 4123:108/ 47069:202/ 20042:228/ 20969:228/ 28568:202/ 48837:77/ 31285:228/ 32252:228/ 14600:228/ 16347:202/ 38238:202/ 13630:243/ 8718:228/ 3701:84/ 18527:228/ 8970:206/ 17882:31/ 19269:228/ 41197:228/ 19268:228/ 18296:228/ 5586:187/ 39554:211/ 40665:228/ 40544:228/ 22311:77/ 35196:228/ 48708:228/ 23766:77/ 11548:190/ 11547:211/ 32364:202/ 2982:260/ 13049:138/ 10453:228/ 13965:228/ 13966:228/ 17525:202/ 10456:190/ 9817:138/ 26925:209/ 37240:202/ 13171:190/ 40095:202/ 38332:202/ 21110:228/ 47609:202/ 35063:228/ 20822:190/ 47608:202/ 24504:228/ 11438:138/ 34898:228/ 34776:228/ 33687:77/ 28543:202/ 2994:103/ 4015:228/ 18748:214/ 10222:211/ 37007:155/ 6439:187/ 46743:228/ 46742:228/ 41974:190/ 42821:244/ 16093:211/ 32346:202/ 26573:211/ 25363:228/ 33550:202/ 33430:190/ 14599:138/ 46067:44/ 18958:228/ 9713:228/ 49332:77/ 16534:190/ 48484:228/ 19801:211/ 41172:133/ 36700:228/ 36942:228/ 43587:209/ 40075:202/ 45888:202/ 46730:211/ 49448:133/ 45761:228/ 49447:77/ 45762:77/ 1572:242/ 48915:228/ 31487:228/ 32457:228/ 31486:228/ 26463:228/ 13950:133/ 47387:77/ 16667:202/ 229:31/ 45880:190/ 39405:202/ 36931:77/ 41282:31/ 10323:138/ 31009:202/ 14800:209/ 46050:228
-73.875171,40.837298, 17486:180/ 39471:205/ 21962:200/ 19821:196/ 13286:178/ 9665:180/ 16750:180/ 24874:126/ 23963:178/ 23964:214/ 29023:235/ 497:82/ 34721:178/ 25684:180/ 47111:205/ 19948:235/ 4269:178/ 7857:194/ 8965:178/ 12596:186/ 3875:202/ 30269:214/ 7619:186/ 4869:166/ 47225:205/ 22628:217/ 12583:186/ 46914:205/ 23335:178/ 1391:166/ 26186:235/ 13319:178/ 24142:199/ 27551:146/ 12244:180/ 12443:186/ 12442:178/ 33604:146/ 17537:178
-73.89085,40.7358, 40141:184/ 12194:147/ 7686:159/ 9623:199/ 7047:159/ 38101:221/ 16552:147/ 1385:159/ 47936:191/ 990:159/ 752:147/ 36443:221/ 14575:147/ 32726:191/ 8927:221/ 35879:184/ 44214:159/ 47328:197/ 21278:211/ 48734:221/ 27216:184/ 40656:197/ 28105:132/ 47805:221/ 17090:221/ 34972:159/ 23011:184/ 7766:147/ 7403:221/ 44890:221/ 7328:140/ 39228:159/ 18942:220/ 4339:159/ 35628:221/ 3408:197/ 8674:147/ 23826:220/ 19127:147/ 22979:191/ 18078:184/ 18079:184/ 49214:191/ 9081:221/ 22574:220/ 23422:184/ 22015:58/ 7262:147/ 9360:147/ 40603:184/ 26813:220/ 11723:199/ 35018:159/ 27185:184/ 26496:58/ 35334:184/ 46220:159/ 14312:221/ 49452:197/ 10235:199/ 10236:199/ 13469:199/ 28072:202/ 13590:199/ 25418:220/ 38792:159/ 37463:159/ 49205:197/ 37464:140/ 38795:221/ 47542:197/ 3794:147/ 34990:184/ 22980:202/ 25655:202/ 31481:184/ 2064:159/ 45725:221/ 32455:221/ 22140:220/ 22141:220/ 28201:191/ 32739:191/ 18925:132/ 29290:220/ 31846:199/ 989:159/ 29491:147
-73.93307,40.74591, 18135:144/ 4173:139/ 46720:153/ 46288:101/ 23287:153/ 32680:101/ 40985:210/ 40984:210/ 42127:101/ 29148:153/ 358:144/ 13246:85/ 3630:194/ 10890:94/ 31915:144/ 11740:153/ 48221:85/ 16995:221/ 7451:89/ 17058:210/ 45742:101/ 7452:89/ 13012:171/ 42353:85/ 46719:144/ 34051:185/ 44418:210/ 9195:185/ 4061:165/ 123:109/ 3641:194/ 16766:194/ 48695:210/ 6914:140/ 9641:43/ 41131:101/ 24915:101/ 40283:171/ 24914:176/ 4990:194/ 48202:210/ 20318:85/ 21524:210/ 10998:191/ 34723:149/ 26771:134/ 12938:177/ 10519:79/ 15765:162/ 48201:149/ 16611:123/ 31699:153/ 4989:194/ 5837:134/ 12930:144/ 13348:144/ 45723:144/ 49647:144/ 8688:165/ 5850:139/ 48313:210/ 45047:185/ 20449:101/ 5607:139/ 10889:94/ 24241:240/ 5600:127/ 38633:101/ 11058:105/ 11057:85/ 19338:123/ 27609:109/ 46:101/ 27608:185/ 12593:171/ 46126:185/ 12592:153/ 40942:144/ 17481:148/ 28936:144/ 25549:210/ 6708:171/ 27165:101/ 31797:144/ 2589:48/ 34389:185/ 12915:210/ 30900:144/ 45030:85/ 46364:210/ 14658:171/ 32887:144/ 19796:109/ 8341:185/ 17378:85/ 49626:185/ 49625:185/ 11272:85/ 47564:210/ 5994:141/ 43761:101/ 17492:144/ 44614:210/ 20425:171/ 2911:131/ 33961:101/ 24460:171/ 28266:144/ 23494:195/ 49741:185/ 38856:85/ 32876:149/ 28380:153/ 12693:153/ 38046:144/ 22937:101/ 12690:210/ 48400:127/ 35215:149/ 30564:101/ 32620:101/ 33399:144/ 43194:185/ 38965:210/ 48880:85/ 38966:210/ 17227:194/ 17228:153/ 36669:125/ 36428:185/ 8244:165/ 44951:210/ 48999:185/ 6982:140/ 48755:210/ 16388:85/ 35681:210/ 45928:210/ 20645:153/ 26185:109/ 35325:144/ 31400:85/ 744:194/ 47661:85/ 15614:185/ 11018:105/ 17566:85/ 41552:153/ 38147:101/ 34583:109/ 34341:101/ 33252:85/ 44828:185/ 24653:101/ 34222:85/ 2266:165/ 14973:185/ 6747:107/ 31633:85/ 2826:94/ 45346:144/ 9238:149/ 8268:165/ 17330:94/ 25755:144/ 39580:185/ 36639:109/ 1985:176/ 29676:163/ 10706:92/ 22217:101/ 46547:101/ 45456:210/ 42983:153/ 42984:149/ 24992:185/ 21924:85/ 33237:144/ 33112:185/ 27100:210/ 32949:144/ 6647:164/ 41094:153/ 13746:85/ 17797:144/ 41089:101/ 42858:171/ 43942:127/ 35645:144/ 36619:101/ 35643:144/ 25298:144/ 48399:135/ 8718:165/ 19856:101/ 21223:123/ 20134:85/ 46645:185/ 6311:129/ 14254:142/ 37253:210/ 5585:139/ 41630:101/ 40544:144/ 40786:101/ 26116:153/ 29744:144/ 7084:243/ 29508:134/ 23645:91/ 7085:243/ 13969:101/ 12518:185/ 12519:101/ 4247:194/ 10692:135/ 37379:144/ 48387:85/ 44582:210/ 35639:153/ 14261:85/ 7895:157/ 9392:85/ 49905:185/ 49904:85/ 10228:43/ 2515:43/ 2514:149/ 35986:185/ 10229:43/ 2996:94/ 43917:109/ 28543:85/ 43918:85/ 33562:149/ 2750:109/ 13972:123/ 11551:185/ 13970:101/ 7529:153/ 46194:184/ 7528:153/ 17898:109/ 33327:171/ 20356:85/ 39097:127/ 38560:219/ 14590:85/ 6214:82/ 24159:109/ 44207:109/ 42822:101/ 21447:101/ 34081:210/ 33553:85/ 27541:171/ 7899:158/ 39413:101/ 9713:185/ 16896:185/ 12612:171/ 19801:185/ 36700:85/ 48483:210/ 38208:144/ 48482:210/ 46061:153/ 3070:194/ 47821:194/ 49327:185/ 42494:149/ 39885:144/ 25015:185/ 9051:79/ 29976:210/ 25016:185/ 9052:185/ 31487:144/ 29056:153/ 32457:101/ 31368:149/ 13836:185/ 23076:144/ 31122:210/ 39646:144/ 47143:153/ 38438:101/ 46172:171/ 46051:185/ 31369:149/ 46050:85
